#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PLEKHA4	ZNF512	9606.ENSP00000263265	9606.ENSP00000347648	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	TRA2A	9606.ENSP00000263265	9606.ENSP00000297071	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	PTPN9	9606.ENSP00000263265	9606.ENSP00000482732	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	RBM34	9606.ENSP00000263265	9606.ENSP00000386226	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	POGZ	9606.ENSP00000263265	9606.ENSP00000271715	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	SP1	9606.ENSP00000263265	9606.ENSP00000329357	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	TBL2	9606.ENSP00000263265	9606.ENSP00000307260	0	0	0	0	0	0.292	0	0	0.292
PLEKHA4	SUMO1	9606.ENSP00000263265	9606.ENSP00000376077	0	0	0	0	0	0.292	0	0	0.292
PLEKHA4	TRIM24	9606.ENSP00000263265	9606.ENSP00000340507	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	PRDX3	9606.ENSP00000263265	9606.ENSP00000298510	0	0	0	0	0	0.312	0	0	0.312
PLEKHA4	VIRMA	9606.ENSP00000263265	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
PLEKHA4	VDAC1	9606.ENSP00000263265	9606.ENSP00000378487	0	0	0	0	0	0.292	0	0	0.292
PLEKHA4	TMTC3	9606.ENSP00000263265	9606.ENSP00000266712	0	0	0	0	0	0.312	0	0	0.312
PLEKHA4	TTC28	9606.ENSP00000263265	9606.ENSP00000381003	0	0	0	0	0	0.312	0	0	0.312
PLEKHA4	PRKDC	9606.ENSP00000263265	9606.ENSP00000313420	0	0	0	0	0	0.321	0	0	0.321
PLEKHA4	RAF1	9606.ENSP00000263265	9606.ENSP00000401888	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	SMARCC2	9606.ENSP00000263265	9606.ENSP00000449396	0	0	0	0	0	0.328	0	0	0.328
PLEKHA4	ZMYM2	9606.ENSP00000263265	9606.ENSP00000479904	0	0	0	0	0	0.333	0	0	0.333
PLEKHA4	TFRC	9606.ENSP00000263265	9606.ENSP00000376197	0	0	0	0	0	0.331	0	0	0.331
PLEKHA4	SERPINH1	9606.ENSP00000263265	9606.ENSP00000434412	0	0	0	0	0	0.292	0	0	0.292
PLEKHA4	PML	9606.ENSP00000263265	9606.ENSP00000268058	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	SMC1A	9606.ENSP00000263265	9606.ENSP00000323421	0	0	0	0	0	0.309	0	0	0.309
PLEKHA4	SMARCA4	9606.ENSP00000263265	9606.ENSP00000343896	0	0	0	0	0	0.346	0	0	0.346
PLEKHA4	SMARCA2	9606.ENSP00000263265	9606.ENSP00000371638	0	0	0	0	0	0.346	0	0	0.346
PLEKHA4	SHKBP1	9606.ENSP00000263265	9606.ENSP00000291842	0	0	0	0	0	0.292	0	0	0.292
PLEKHA4	SMARCB1	9606.ENSP00000263265	9606.ENSP00000340883	0	0	0	0	0	0.306	0	0	0.306
PLEKHA4	ZNF281	9606.ENSP00000263265	9606.ENSP00000294740	0	0	0	0	0	0.314	0	0	0.314
PLEKHA4	UBE2L3	9606.ENSP00000263265	9606.ENSP00000400906	0	0	0	0	0	0.359	0	0	0.359
PLEKHA4	UBE2I	9606.ENSP00000263265	9606.ENSP00000348056	0	0	0	0	0	0.359	0	0	0.359
PLEKHA4	RPS27A	9606.ENSP00000263265	9606.ENSP00000272317	0	0	0	0	0	0.391	0	0	0.391
PLEKHA4	SMAD3	9606.ENSP00000263265	9606.ENSP00000332973	0	0	0	0	0	0.446	0	0	0.446
PLEKHA4	UBA52	9606.ENSP00000263265	9606.ENSP00000388107	0	0	0	0	0	0.545	0	0	0.545
PLVAP	UTY	9606.ENSP00000252590	9606.ENSP00000442047	0	0	0	0	0	0.161	0	0	0.161
PML	STAT3	9606.ENSP00000268058	9606.ENSP00000264657	0	0	0	0	0	0.295	0	0	0.295
PML	PPARGC1A	9606.ENSP00000268058	9606.ENSP00000264867	0	0	0	0	0	0.292	0	0	0.292
PML	TES	9606.ENSP00000268058	9606.ENSP00000350937	0	0	0	0	0	0.294	0	0	0.294
PML	SMARCA4	9606.ENSP00000268058	9606.ENSP00000343896	0	0	0	0	0	0.229	0	0	0.229
PML	UHRF1	9606.ENSP00000268058	9606.ENSP00000479617	0	0	0	0	0	0.292	0	0	0.292
PML	UBE3A	9606.ENSP00000268058	9606.ENSP00000497594	0	0	0	0	0	0.301	0	0	0.301
PML	PPARG	9606.ENSP00000268058	9606.ENSP00000287820	0	0	0	0	0	0.375	0	0	0.375
PML	TRIM24	9606.ENSP00000268058	9606.ENSP00000340507	0	0	0	0.554	0	0.292	0	0	0.292
PML	RXRA	9606.ENSP00000268058	9606.ENSP00000419692	0	0	0	0	0	0.481	0	0	0.481
PML	ZMYM2	9606.ENSP00000268058	9606.ENSP00000479904	0	0	0	0	0	0.525	0	0	0.525
PML	TDG	9606.ENSP00000268058	9606.ENSP00000376611	0	0	0	0	0	0.469	0	0	0.469
PML	SMAD3	9606.ENSP00000268058	9606.ENSP00000332973	0	0	0	0	0	0.310	0	0	0.310
PML	TP53BP1	9606.ENSP00000268058	9606.ENSP00000371475	0	0	0	0	0	0.520	0	0	0.520
PML	RELA	9606.ENSP00000268058	9606.ENSP00000384273	0	0	0	0	0	0.525	0	0	0.525
PML	ZBTB16	9606.ENSP00000268058	9606.ENSP00000338157	0	0	0	0	0	0.309	0	0	0.309
PML	SP1	9606.ENSP00000268058	9606.ENSP00000329357	0	0	0	0	0	0.630	0	0	0.630
PML	RNF4	9606.ENSP00000268058	9606.ENSP00000426503	0	0	0	0	0	0.869	0	0	0.869
PML	TP53	9606.ENSP00000268058	9606.ENSP00000269305	0	0	0	0	0	0.874	0	0	0.874
PML	UBE2I	9606.ENSP00000268058	9606.ENSP00000348056	0	0	0	0	0	0.901	0	0	0.901
PML	SUMO1	9606.ENSP00000268058	9606.ENSP00000376077	0	0	0	0	0	0.990	0	0	0.990
POGZ	TRIM28	9606.ENSP00000271715	9606.ENSP00000253024	0	0	0	0	0	0.309	0	0	0.309
POGZ	WDR76	9606.ENSP00000271715	9606.ENSP00000263795	0	0	0	0	0	0.300	0	0	0.300
POGZ	UBE2L3	9606.ENSP00000271715	9606.ENSP00000400906	0	0	0	0	0	0.220	0	0	0.220
POGZ	UBE2N	9606.ENSP00000271715	9606.ENSP00000316176	0	0	0	0	0	0.220	0	0	0.220
POGZ	SOX2	9606.ENSP00000271715	9606.ENSP00000323588	0	0	0	0	0	0.229	0	0	0.229
POGZ	RNF4	9606.ENSP00000271715	9606.ENSP00000426503	0	0	0	0	0	0.330	0	0	0.330
POGZ	POU2F1	9606.ENSP00000271715	9606.ENSP00000356840	0	0	0	0	0	0.211	0	0	0.211
POGZ	UBE2I	9606.ENSP00000271715	9606.ENSP00000348056	0	0	0	0	0	0.517	0	0	0.517
POGZ	SP1	9606.ENSP00000271715	9606.ENSP00000329357	0	0	0	0	0	0.292	0	0	0.292
POLE	TRIM28	9606.ENSP00000322570	9606.ENSP00000253024	0	0	0	0	0	0.292	0	0	0.292
POLE	VIRMA	9606.ENSP00000322570	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
POLE	PTGES3	9606.ENSP00000322570	9606.ENSP00000482075	0	0	0	0	0	0.221	0	0	0.221
POLE	STIP1	9606.ENSP00000322570	9606.ENSP00000351646	0	0	0	0	0	0.314	0	0	0.313
POLE	TTC28	9606.ENSP00000322570	9606.ENSP00000381003	0	0	0	0	0	0.314	0	0	0.313
POLE	SMC1A	9606.ENSP00000322570	9606.ENSP00000323421	0	0	0	0	0	0.254	0	0	0.254
POLE	TP53BP1	9606.ENSP00000322570	9606.ENSP00000371475	0	0	0	0	0	0.457	0	0	0.457
POLE	REV3L	9606.ENSP00000322570	9606.ENSP00000351697	0	0	0	0	0	0.419	0	0	0.418
POLR1E	SENP3	9606.ENSP00000367029	9606.ENSP00000314029	0	0	0	0	0	0.165	0	0	0.165
POLR1E	ZNF687	9606.ENSP00000367029	9606.ENSP00000319829	0	0	0	0	0	0.181	0	0	0.181
POLR1E	RPRD1B	9606.ENSP00000367029	9606.ENSP00000362532	0	0	0	0	0	0.217	0	0	0.217
POLR1E	UBA52	9606.ENSP00000367029	9606.ENSP00000388107	0	0	0	0	0	0.487	0	0	0.487
POM121C	PPID	9606.ENSP00000481575	9606.ENSP00000303754	0	0	0	0	0	0.190	0	0	0.190
POM121C	RAN	9606.ENSP00000481575	9606.ENSP00000446215	0	0	0	0	0	0.237	0	0	0.237
POR	RPN2	9606.ENSP00000419970	9606.ENSP00000237530	0	0	0	0	0	0.314	0	0	0.313
POR	RPN1	9606.ENSP00000419970	9606.ENSP00000296255	0	0	0	0	0	0.277	0	0	0.277
POR	VIRMA	9606.ENSP00000419970	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
POR	TUFM	9606.ENSP00000419970	9606.ENSP00000322439	0	0	0	0	0	0.162	0	0	0.161
POR	RTN4	9606.ENSP00000419970	9606.ENSP00000337838	0	0	0	0	0	0.215	0	0	0.215
POR	ZMPSTE24	9606.ENSP00000419970	9606.ENSP00000361845	0	0	0	0	0	0.312	0	0	0.311
POR	TFRC	9606.ENSP00000419970	9606.ENSP00000376197	0	0	0	0	0	0.161	0	0	0.161
POR	RHOA	9606.ENSP00000419970	9606.ENSP00000400175	0	0	0	0	0	0.162	0	0	0.161
POR	RNF4	9606.ENSP00000419970	9606.ENSP00000426503	0	0	0	0	0	0.292	0	0	0.292
POU1F1	PPARG	9606.ENSP00000342931	9606.ENSP00000287820	0	0	0	0	0	0.300	0	0	0.300
POU2F1	TBP	9606.ENSP00000356840	9606.ENSP00000230354	0	0	0	0	0	0.292	0	0	0.292
POU2F1	STAT3	9606.ENSP00000356840	9606.ENSP00000264657	0	0	0	0	0	0.294	0	0	0.294
POU2F1	STAT5B	9606.ENSP00000356840	9606.ENSP00000293328	0	0	0	0	0	0.294	0	0	0.294
POU2F1	VIRMA	9606.ENSP00000356840	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
POU2F1	PRKDC	9606.ENSP00000356840	9606.ENSP00000313420	0	0	0	0	0	0.510	0	0	0.510
POU2F1	SOX2	9606.ENSP00000356840	9606.ENSP00000323588	0	0	0	0	0	0.921	0	0	0.921
POU2F1	SP1	9606.ENSP00000356840	9606.ENSP00000329357	0	0	0	0	0	0.629	0	0	0.629
POU2F1	STIP1	9606.ENSP00000356840	9606.ENSP00000351646	0	0	0	0	0	0.292	0	0	0.292
POU2F1	RELA	9606.ENSP00000356840	9606.ENSP00000384273	0	0	0	0	0	0.300	0	0	0.300
POU2F1	RXRA	9606.ENSP00000356840	9606.ENSP00000419692	0	0	0	0	0	0.516	0	0	0.516
POU2F1	POU2F2	9606.ENSP00000356840	9606.ENSP00000431603	0	0	0	0.901	0	0.800	0	0	0.800
POU2F2	TBP	9606.ENSP00000431603	9606.ENSP00000230354	0	0	0	0	0	0.292	0	0	0.292
POU2F2	RXRA	9606.ENSP00000431603	9606.ENSP00000419692	0	0	0	0	0	0.300	0	0	0.300
PPARG	RBM22	9606.ENSP00000287820	9606.ENSP00000199814	0	0	0	0	0	0.182	0	0	0.181
PPARG	STUB1	9606.ENSP00000287820	9606.ENSP00000219548	0	0	0	0	0	0.300	0	0	0.300
PPARG	TRAP1	9606.ENSP00000287820	9606.ENSP00000246957	0	0	0	0	0	0.159	0	0	0.158
PPARG	VHL	9606.ENSP00000287820	9606.ENSP00000256474	0	0	0	0	0	0.295	0	0	0.295
PPARG	PPARGC1A	9606.ENSP00000287820	9606.ENSP00000264867	0	0	0	0	0	0.992	0	0	0.992
PPARG	TP53	9606.ENSP00000287820	9606.ENSP00000269305	0	0	0	0	0	0.305	0	0	0.305
PPARG	PPRC1	9606.ENSP00000287820	9606.ENSP00000278070	0	0	0	0	0	0.182	0	0	0.181
PPARG	TADA2A	9606.ENSP00000287820	9606.ENSP00000481091	0	0	0	0	0	0.156	0	0	0.156
PPARG	SVIL	9606.ENSP00000287820	9606.ENSP00000348128	0	0	0	0	0	0.230	0	0	0.229
PPARG	ZBTB20	9606.ENSP00000287820	9606.ENSP00000419153	0	0	0	0	0	0.237	0	0	0.237
PPARG	RAD54L2	9606.ENSP00000287820	9606.ENSP00000386520	0	0	0	0	0	0.314	0	0	0.314
PPARG	TSC1	9606.ENSP00000287820	9606.ENSP00000298552	0	0	0	0	0	0.159	0	0	0.158
PPARG	SERPINH1	9606.ENSP00000287820	9606.ENSP00000434412	0	0	0	0	0	0.324	0	0	0.324
PPARG	TRIM24	9606.ENSP00000287820	9606.ENSP00000340507	0	0	0	0	0	0.345	0	0	0.345
PPARG	TFAP2A	9606.ENSP00000287820	9606.ENSP00000501092	0	0	0	0	0	0.294	0	0	0.294
PPARG	SFPQ	9606.ENSP00000287820	9606.ENSP00000349748	0	0	0	0	0	0.292	0	0	0.292
PPARG	UBE2I	9606.ENSP00000287820	9606.ENSP00000348056	0	0	0	0	0	0.629	0	0	0.629
PPARG	SP1	9606.ENSP00000287820	9606.ENSP00000329357	0	0	0	0	0	0.788	0	0	0.788
PPARG	SMAD3	9606.ENSP00000287820	9606.ENSP00000332973	0	0	0	0	0	0.512	0	0	0.512
PPARG	SMARCA4	9606.ENSP00000287820	9606.ENSP00000343896	0	0	0	0	0	0.310	0	0	0.310
PPARG	RXRB	9606.ENSP00000287820	9606.ENSP00000363817	0	0	0	0.658	0	0.632	0	0	0.632
PPARG	RELA	9606.ENSP00000287820	9606.ENSP00000384273	0	0	0	0	0	0.834	0	0	0.834
PPARG	RXRA	9606.ENSP00000287820	9606.ENSP00000419692	0	0	0	0.688	0	0.999	0	0	0.999
PPARGC1A	SF3A1	9606.ENSP00000264867	9606.ENSP00000215793	0	0	0	0	0	0.399	0	0	0.398
PPARGC1A	PRELP	9606.ENSP00000264867	9606.ENSP00000343924	0	0	0	0	0	0.159	0	0	0.158
PPARGC1A	RBM34	9606.ENSP00000264867	9606.ENSP00000386226	0	0	0	0	0	0.186	0	0	0.185
PPARGC1A	TRA2A	9606.ENSP00000264867	9606.ENSP00000297071	0	0	0	0	0	0.186	0	0	0.185
PPARGC1A	RXRB	9606.ENSP00000264867	9606.ENSP00000363817	0	0	0	0	0	0.182	0	0	0.181
PPARGC1A	VIRMA	9606.ENSP00000264867	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
PPARGC1A	RNF2	9606.ENSP00000264867	9606.ENSP00000356480	0	0	0	0	0	0.292	0	0	0.292
PPARGC1A	SFPQ	9606.ENSP00000264867	9606.ENSP00000349748	0	0	0	0	0	0.292	0	0	0.292
PPARGC1A	PPID	9606.ENSP00000264867	9606.ENSP00000303754	0	0	0	0	0	0.181	0	0	0.181
PPARGC1A	RELA	9606.ENSP00000264867	9606.ENSP00000384273	0	0	0	0	0	0.454	0	0	0.454
PPARGC1A	UBE2I	9606.ENSP00000264867	9606.ENSP00000348056	0	0	0	0	0	0.292	0	0	0.292
PPARGC1A	TP53	9606.ENSP00000264867	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0	0.292
PPARGC1A	RXRA	9606.ENSP00000264867	9606.ENSP00000419692	0	0	0	0	0	0.551	0	0	0.551
PPID	TARBP1	9606.ENSP00000303754	9606.ENSP00000040877	0	0	0	0	0	0.236	0	0	0.236
PPID	RBM22	9606.ENSP00000303754	9606.ENSP00000199814	0	0	0	0	0	0.181	0	0	0.181
PPID	TRAP1	9606.ENSP00000303754	9606.ENSP00000246957	0	0	0	0	0	0.303	0	0	0.303
PPID	TP53	9606.ENSP00000303754	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0	0.292
PPID	RABL3	9606.ENSP00000303754	9606.ENSP00000273375	0	0	0	0	0	0.235	0	0	0.235
PPID	PPRC1	9606.ENSP00000303754	9606.ENSP00000278070	0	0	0	0	0	0.181	0	0	0.181
PPID	TSC1	9606.ENSP00000303754	9606.ENSP00000298552	0	0	0	0	0	0.303	0	0	0.303
PPID	TUBB	9606.ENSP00000303754	9606.ENSP00000339001	0	0	0	0	0	0.287	0	0	0.286
PPID	TUBB4B	9606.ENSP00000303754	9606.ENSP00000341289	0	0	0	0	0	0.292	0	0	0.292
PPID	RAN	9606.ENSP00000303754	9606.ENSP00000446215	0	0	0	0	0	0.237	0	0	0.237
PPID	TTC28	9606.ENSP00000303754	9606.ENSP00000381003	0	0	0	0	0	0.187	0	0	0.187
PPID	RACK1	9606.ENSP00000303754	9606.ENSP00000426909	0	0	0	0	0	0.387	0	0	0.387
PPID	STIP1	9606.ENSP00000303754	9606.ENSP00000351646	0	0	0	0	0	0.342	0	0	0.342
PPID	PTGES3	9606.ENSP00000303754	9606.ENSP00000482075	0	0	0	0	0	0.580	0	0	0.580
PPRC1	SF3A1	9606.ENSP00000278070	9606.ENSP00000215793	0	0	0	0	0	0.399	0	0	0.398
PPRC1	PRELP	9606.ENSP00000278070	9606.ENSP00000343924	0	0	0	0	0	0.159	0	0	0.158
PPRC1	RXRA	9606.ENSP00000278070	9606.ENSP00000419692	0	0	0	0	0	0.182	0	0	0.181
PPRC1	RXRB	9606.ENSP00000278070	9606.ENSP00000363817	0	0	0	0	0	0.182	0	0	0.181
PPRC1	RBM34	9606.ENSP00000278070	9606.ENSP00000386226	0	0	0	0	0	0.186	0	0	0.185
PPRC1	TRA2A	9606.ENSP00000278070	9606.ENSP00000297071	0	0	0	0	0	0.186	0	0	0.185
PPRC1	VIRMA	9606.ENSP00000278070	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
PRDM5	RBM34	9606.ENSP00000264808	9606.ENSP00000386226	0	0	0	0	0	0.237	0	0	0.237
PRDM5	ZNF687	9606.ENSP00000264808	9606.ENSP00000319829	0	0	0	0.556	0	0.237	0	0	0.237
PRDM5	TXN	9606.ENSP00000264808	9606.ENSP00000363641	0	0	0	0	0	0.265	0	0	0.265
PRDX3	TXN2	9606.ENSP00000298510	9606.ENSP00000216185	0	0	0	0	0	0.174	0	0	0.173
PRDX3	WDR76	9606.ENSP00000298510	9606.ENSP00000263795	0	0	0	0	0	0.292	0	0	0.292
PRDX3	PTMS	9606.ENSP00000298510	9606.ENSP00000374113	0	0	0	0	0	0.201	0	0	0.201
PRDX3	SPEN	9606.ENSP00000298510	9606.ENSP00000364912	0	0	0	0	0	0.209	0	0	0.209
PRDX3	ZC3H18	9606.ENSP00000298510	9606.ENSP00000416951	0	0	0	0	0	0.308	0	0	0.308
PRDX3	RECQL4	9606.ENSP00000298510	9606.ENSP00000482313	0	0	0	0	0	0.393	0	0	0.393
PRDX3	VDAC1	9606.ENSP00000298510	9606.ENSP00000378487	0	0	0	0	0	0.163	0	0	0.163
PRDX3	TXN	9606.ENSP00000298510	9606.ENSP00000363641	0	0	0	0	0	0.294	0	0	0.294
PRELP	RBM22	9606.ENSP00000343924	9606.ENSP00000199814	0	0	0	0	0	0.159	0	0	0.158
PRELP	SF3A1	9606.ENSP00000343924	9606.ENSP00000215793	0	0	0	0	0	0.157	0	0	0.156
PRKDC	TRIM28	9606.ENSP00000313420	9606.ENSP00000253024	0	0	0	0	0	0.510	0	0	0.510
PRKDC	VHL	9606.ENSP00000313420	9606.ENSP00000256474	0	0	0	0	0	0.163	0	0	0.163
PRKDC	WDR76	9606.ENSP00000313420	9606.ENSP00000263795	0	0	0	0	0	0.510	0	0	0.510
PRKDC	TP53	9606.ENSP00000313420	9606.ENSP00000269305	0	0	0	0	0	0.869	0	0	0.869
PRKDC	VIRMA	9606.ENSP00000313420	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
PRKDC	PTER	9606.ENSP00000313420	9606.ENSP00000367239	0	0	0	0	0	0.211	0	0	0.211
PRKDC	RPS6KA5	9606.ENSP00000313420	9606.ENSP00000479667	0	0	0	0	0	0.162	0	0	0.162
PRKDC	PTGES3	9606.ENSP00000313420	9606.ENSP00000482075	0	0	0	0	0	0.190	0	0	0.190
PRKDC	TES	9606.ENSP00000313420	9606.ENSP00000350937	0	0	0	0	0	0.292	0	0	0.292
PRKDC	RHOA	9606.ENSP00000313420	9606.ENSP00000400175	0	0	0	0	0	0.256	0	0	0.256
PRKDC	SP1	9606.ENSP00000313420	9606.ENSP00000329357	0	0	0	0	0	0.312	0	0	0.312
PRKDC	RELA	9606.ENSP00000313420	9606.ENSP00000384273	0	0	0	0	0	0.445	0	0	0.445
PRKDC	SFPQ	9606.ENSP00000313420	9606.ENSP00000349748	0	0	0	0	0	0.292	0	0	0.292
PRKDC	RNF4	9606.ENSP00000313420	9606.ENSP00000426503	0	0	0	0	0	0.510	0	0	0.510
PRKDC	RECQL4	9606.ENSP00000313420	9606.ENSP00000482313	0	0	0	0	0	0.308	0	0	0.308
PTGES3	TRAP1	9606.ENSP00000482075	9606.ENSP00000246957	0	0	0	0	0	0.642	0	0	0.642
PTGES3	TP53	9606.ENSP00000482075	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0	0.292
PTGES3	RPS27A	9606.ENSP00000482075	9606.ENSP00000272317	0	0	0	0	0	0.215	0	0	0.215
PTGES3	VIRMA	9606.ENSP00000482075	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
PTGES3	TSC1	9606.ENSP00000482075	9606.ENSP00000298552	0	0	0	0	0	0.642	0	0	0.642
PTGES3	STIP1	9606.ENSP00000482075	9606.ENSP00000351646	0	0	0	0	0	0.569	0	0	0.569
PTGES3	TTC28	9606.ENSP00000482075	9606.ENSP00000381003	0	0	0	0	0	0.212	0	0	0.212
PTGES3	RECQL4	9606.ENSP00000482075	9606.ENSP00000482313	0	0	0	0	0	0.322	0	0	0.321
PTMS	TRIM24	9606.ENSP00000374113	9606.ENSP00000340507	0	0	0	0	0	0.225	0	0	0.224
PTMS	RPRD1B	9606.ENSP00000374113	9606.ENSP00000362532	0	0	0	0	0	0.195	0	0	0.195
PTPN9	RAB4A	9606.ENSP00000482732	9606.ENSP00000355651	0	0	0	0	0	0.181	0	0	0.181
PYCR1	TRAP1	9606.ENSP00000384949	9606.ENSP00000246957	0	0	0	0	0	0.166	0	0	0.165
PYCR1	VIRMA	9606.ENSP00000384949	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
PYCR1	PYCR2	9606.ENSP00000384949	9606.ENSP00000342502	0	0	0	0.981	0	0.837	0	0	0.837
PYCR1	ZC3H18	9606.ENSP00000384949	9606.ENSP00000416951	0	0	0	0	0	0.292	0	0	0.292
PYCR1	RECQL4	9606.ENSP00000384949	9606.ENSP00000482313	0	0	0	0	0	0.292	0	0	0.292
PYCR2	TRAP1	9606.ENSP00000342502	9606.ENSP00000246957	0	0	0	0	0	0.166	0	0	0.165
PYCR2	TRIM28	9606.ENSP00000342502	9606.ENSP00000253024	0	0	0	0	0	0.292	0	0	0.292
PYCR2	RELA	9606.ENSP00000342502	9606.ENSP00000384273	0	0	0	0	0	0.166	0	0	0.165
PYCR2	ZC3H18	9606.ENSP00000342502	9606.ENSP00000416951	0	0	0	0	0	0.292	0	0	0.292
PYCR2	RECQL4	9606.ENSP00000342502	9606.ENSP00000482313	0	0	0	0	0	0.292	0	0	0.292
RAB10	RAB11A	9606.ENSP00000264710	9606.ENSP00000261890	0	0	0	0.916	0	0.177	0	0	0.177
RAB10	RPS6KA5	9606.ENSP00000264710	9606.ENSP00000479667	0	0	0	0	0	0.215	0	0	0.215
RAB10	UBE2L3	9606.ENSP00000264710	9606.ENSP00000400906	0	0	0	0	0	0.223	0	0	0.223
RAB10	RECQL4	9606.ENSP00000264710	9606.ENSP00000482313	0	0	0	0	0	0.292	0	0	0.292
RAB10	RHOB	9606.ENSP00000264710	9606.ENSP00000272233	0	0	0	0.741	0	0.185	0	0	0.185
RAB10	RNF4	9606.ENSP00000264710	9606.ENSP00000426503	0	0	0	0	0	0.292	0	0	0.292
RAB10	STXBP1	9606.ENSP00000264710	9606.ENSP00000362399	0	0	0	0	0	0.159	0	0	0.158
RAB10	VIRMA	9606.ENSP00000264710	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
RAB10	SOX2	9606.ENSP00000264710	9606.ENSP00000323588	0	0	0	0	0	0.292	0	0	0.292
RAB10	RTN4	9606.ENSP00000264710	9606.ENSP00000337838	0	0	0	0	0	0.198	0	0	0.198
RAB10	ZMPSTE24	9606.ENSP00000264710	9606.ENSP00000361845	0	0	0	0	0	0.226	0	0	0.225
RAB10	RAB8A	9606.ENSP00000264710	9606.ENSP00000300935	0	0	0	0.967	0	0.620	0	0	0.620
RAB11A	SLC3A2	9606.ENSP00000261890	9606.ENSP00000367123	0	0	0	0	0	0.204	0	0	0.204
RAB11A	VIRMA	9606.ENSP00000261890	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
RAB11A	VDAC1	9606.ENSP00000261890	9606.ENSP00000378487	0	0	0	0	0	0.169	0	0	0.169
RAB11A	SOX2	9606.ENSP00000261890	9606.ENSP00000323588	0	0	0	0	0	0.292	0	0	0.292
RAB11A	RAB6A	9606.ENSP00000261890	9606.ENSP00000311449	0	0	0	0.850	0	0.198	0	0	0.198
RAB11A	TFRC	9606.ENSP00000261890	9606.ENSP00000376197	0	0	0	0	0	0.214	0	0	0.214
RAB11A	RAB8A	9606.ENSP00000261890	9606.ENSP00000300935	0	0	0	0.915	0	0.334	0	0	0.334
RAB4A	TSC1	9606.ENSP00000355651	9606.ENSP00000298552	0	0	0	0	0	0.153	0	0	0.153
RAB4A	RABEP2	9606.ENSP00000355651	9606.ENSP00000350934	0	0	0	0	0	0.289	0	0	0.289
RAB4A	RAF1	9606.ENSP00000355651	9606.ENSP00000401888	0	0	0	0	0	0.160	0	0	0.160
RAB6A	RAB8A	9606.ENSP00000311449	9606.ENSP00000300935	0	0	0	0.883	0	0.292	0	0	0.292
RAB6A	SOX2	9606.ENSP00000311449	9606.ENSP00000323588	0	0	0	0	0	0.292	0	0	0.292
RAB8A	RANBP9	9606.ENSP00000300935	9606.ENSP00000011619	0	0	0	0	0	0.173	0	0	0.172
RAB8A	RHOB	9606.ENSP00000300935	9606.ENSP00000272233	0	0	0	0.752	0	0.217	0	0	0.217
RAB8A	RNF4	9606.ENSP00000300935	9606.ENSP00000426503	0	0	0	0	0	0.292	0	0	0.292
RAB8A	SOX2	9606.ENSP00000300935	9606.ENSP00000323588	0	0	0	0	0	0.292	0	0	0.292
RAB8A	STXBP1	9606.ENSP00000300935	9606.ENSP00000362399	0	0	0	0	0	0.159	0	0	0.158
RAB8A	RHOA	9606.ENSP00000300935	9606.ENSP00000400175	0	0	0	0.767	0	0.245	0	0	0.245
RAB8A	TFRC	9606.ENSP00000300935	9606.ENSP00000376197	0	0	0	0	0	0.510	0	0	0.510
RABEP2	ZFAND4	9606.ENSP00000350934	9606.ENSP00000339484	0	0	0	0	0	0.321	0	0	0.321
RABEP2	STRN3	9606.ENSP00000350934	9606.ENSP00000350071	0	0	0	0	0	0.166	0	0	0.165
RABL3	TARBP1	9606.ENSP00000273375	9606.ENSP00000040877	0	0	0	0	0	0.255	0	0	0.254
RABL3	TMED2	9606.ENSP00000273375	9606.ENSP00000262225	0	0	0	0	0	0.224	0	0	0.224
RABL3	RPN1	9606.ENSP00000273375	9606.ENSP00000296255	0	0	0	0	0	0.195	0	0	0.195
RABL3	RACK1	9606.ENSP00000273375	9606.ENSP00000426909	0	0	0	0	0	0.183	0	0	0.183
